Chapter,Media Link,Media Credit,Media Credit Link,Description,Zoom,Marker,Marker Color,Location,Latitude,Longitude,Overlay,Overlay Transparency,GeoJSON Overlay,GeoJSON Feature Properties
"<b>Die ersten Stunden, Tage und Wochen</b>",https://ga.de/imgs/93/1/1/7/3/7/5/6/3/7/tok_4a09df1426013481bad2ba740dbec160/w1200_h816_x599_y408_VR_Unwetter21_DRK-429208401-ced2da2983c0f559.jpg,Mit diesem Transporter brachten die DRK-Mitglieder Frank Braun (l.) und Matthias Puls zahlreiche Menschen in Notunterkünfte. (Axel Vogel),,"Solange der Damm zu brechen droht, gelten Evakuierungen entlang von Orbach und Swist. Dazu kommen die Menschen, deren Wohnungen unbewohnbar geworden sind. Und alle, die sonst irgendwie gestrandet sind. Sie alle brauchen ein Dach, etwas zu Essen, einen Schlafplatz. Das Deutsche Rote Kreuz baut Betreuungsplätze auf, einer davon in der Rheinbacher Stadthalle. <a href=""https://ga.de/region/voreifel-und-vorgebirge/rheinbach/das-drk-rheinbach-versorgte-hunderte-menschen-nach-der-flut_aid-63767667"" target=""_blank"">Wo die Menschen wortwörtlich mit Mann und Maus aufschlagen, wie sich zwei DRK-Ehrenamtliche erinnern.</a>",,,,,50.617656,6.955258,,,,
,https://ga.de/imgs/93/1/1/0/8/8/7/8/5/3/WhatsApp_Image_2021-07-19_at_14.32.48-016c13ac4677dc1d.jpeg,"Nach der Flut kommt das Aufräumen. Und damit Berge von Schutt, die irgendwo gesammelt werden. Hier zum Beispiel auf dem Parkplatz vor dem Rheinbacher Schwimmbad. (Axel Vogel)",,"Als sich das Wasser zurückzieht, bleiben Zerstörung, Schutt und stinkender Schlamm. <a href=""https://ga.de/region/voreifel-und-vorgebirge/rheinbach-nach-der-flutkatastophe-verzweiflung-mut-und-viel-solidaritaet_aid-61535415""_blank"">Es beginnt das große Aufräumen, beispielsweise in der Rheinbacher Innenstadt.</a>",14,,,,50.625858,6.949772,,,,
<b>Rückkehr in zerstörte Dörfer</b>,https://ga.de/imgs/93/1/1/1/2/0/3/2/0/9/tok_4efa8f65616fcd0f8ecaf95831b2aed8/w1100_h619_x2016_y1134_20210720_155254-c7ee9dc2baec213c.jpg,Ist noch irgendwas zu retten? Bewohner sichten die Schäden an der Odendorfer Orbachstraße. (Simon Sustic),,"In den Swisttaler Dörfern, die wegen des drohenden Talsperrenbruchs evakuiert sind, dauert es Tage, bevor die Aufräumarbeiten beginnen können. Wie in vielen Flutorten gibt es kaum Strom, die Handynetze sind ebenfalls kaum erreichbar. In Odendorf muss das Leitungswasser aus Sicherheitsgründen abgekocht werden. <a href=""https://ga.de/region/voreifel-und-vorgebirge/swisttal/flutkatastrophe-in-swisttal-odendorf-haeuser-zerstoert_aid-61681681"" target=""_blank"">Ob manche Häuser überhaupt wieder bewohnbar werden, ist ungewiss.</a>",16,,,,50.646824,6.881917,,,,
,https://www.youtube.com/embed/RBWJA3O5bNc?si=7QIpH46CfABSb1Ic,,,Luftbilder zeigen die Region nach der Flut.,,,,,,,,,,
,https://ga.de/imgs/93/1/1/2/5/5/1/9/7/5/tok_bdc87d55cf04dac0320deb8c627abe3d/w1100_h733_x1796_y1197_Flutan_der_Ahr_-_vier_Wochen_danach-61-51f79b53bc0875a1.jpg,Ohne schweres Gerät geht an der Ahr nicht viel. (Andreas Dyck),,"Und der Wiederaufbau braucht Zeit. Nach vier Wochen liegt das Ahrtal immer noch unter einer Staub- und Schlammschicht. Und wird es auch lange noch. Aber es gibt Hoffnung. ""Ich will auf jeden Fall weitermachen”, sagt Willi Siefke, Gastwirt der Gaststätte Jägerhof in der Innenstadt von Bad Neuenahr. <a href=""https://ga.de/region/ahr-und-rhein/bad-neuenahr-ahrweiler/flutkatastrophe-an-der-ahr-unsere-region-wird-wieder-heimat_aid-62139649"" target=""_blank"">Viele sind allerdings schon fast am Ende ihrer Kräfte.</a>",14,,,,50.543119,7.096901,,,,
<b>Wenn fast alle Häuser im Ort betroffen sind</b>,https://ga.de/imgs/93/1/1/2/7/1/8/9/6/1/tok_035cd16deac763d3eb12fc79e1b4c7b0/w1100_h733_x1771_y1181_GA_AHR_Dernau_Alfred_Sebastian_1-3adaa6bbee23ed38.jpg,"Baustelle statt Büro: So versucht Alfred Sebastian nach der Flut für Dernau zu tun, was er kann. (Martin Gausmann)",,"Wie in Dernau, so beschreibt es der Bürgermeister Alfred Sebastian. Hier sind 90 Prozent der Häuser betroffen. „Viele Einwohner hat das so verunsichert, dass sie schon weggezogen sind, sie haben dem Ahrtal den Rücken gekehrt"", <a href=""https://ga.de/region/ahr-und-rhein/bad-neuenahr-ahrweiler/flut-in-dernau-buergermeister-am-ende-der-kraefte-weinort-sucht-perspektive_aid-62188321"" target=""_blank"">schildert er die Lage.</a>",14,,,,50.533202,7.043861,,,,
,https://www.youtube.com/embed/zj1m6yrGHZM?si=QkQB3riV0wFhl1Ga,,, ,,,,,,,,,,
"<b>""Jede dieser alten Brücken hat Tote verursacht.""</b>",https://ga.de/imgs/93/1/1/6/8/7/1/7/8/5/tok_6052541caefa3751c024c06590094d38/w1100_h733_x1771_y1181_GA_AHR_Altenahr_Cornelia_Weigand_2-f9735b406b820907.jpg,Noch als Bürgermeisterin von Altenahr im Gespräch über die Flutfolgen vor Ort: Cornelia Weigand. (Martin Gausmann),,"In Altenahr ist die damalige Bürgermeisterin Cornelia Weigand im Dauereinsatz für die Menschen der Verbandsgemeinde. Ihr Engagement in diesen Stunden wird nicht vergessen, sie wird später zur Landrätin im Kreis Ahrweiler gewählt. Noch als Bürgermeisterin findet sie im Interview deutliche Worte zur Lage: <a href=""https://ga.de/region/ahr-und-rhein/mehr-von-ahr-und-rhein/hochwasser-ahrweiler-buergermeisterin-von-altenahr-bruecken-haben-tote-gebracht_aid-63611887"" target=""_blank"">Sie befürchtet im Herbst 2021 einen langen, dunklen Winter, vor allem für die Menschen, die noch keine Heizungen haben.</a>",14,,,,50.517271,6.992056,,,,
<b>Helfer</b>,https://die-flut-100-tage-danach.blogs.audiorella.com/3-new-episode,,,"Aber vor allem das zeigt sich nach der Katastrophe: Die Menschen kommen, um zu helfen. Zu Tausenden strömen sie in die Region, übernachten in Camps, kommen mal nur für ein paar Stunden, mal für Tage und Wochen, um mit Schaufeln und Eimern die Häuser freizuräumen. Eine Welle der Solidarität, die die Flutwelle weit übersteigt.",,,,,,,,,,
,https://ga.de/imgs/93/1/1/1/9/5/9/6/7/7/tok_c2d0295424db6b12b10ad2b8a85cecba/w1200_h708_x658_y231_Shuttlehelfer_Ansprache_Thomas_Puetz__002_-2394dd83e54f94bc.jpg,"Wo geht es heute hin? Jeden Morgen planen die Helfer im großen Camp auf der Grafschaft ihre Einsätze. Sie alle sind freiwillig hier, packen überall mit an. (Volker Jost)",,"Nur wie Hilfe und Helfer zusammenbringen? Allein das erfordert schnell eine gewaltige Logistik. Als Anlaufpunkt entsteht der Startpunkt des Helfer-Shuttel am Innovationpark in Grafschaft-Ringen. In Spitzenzeiten bringen hier bis zu 50 Busse die Helfer Richtung Ahr. Dazu gibt es Material. Im Internet sogar schnell Listen, welche Kleidung empfohlen wird. <a href=""https://ga.de/region/ahr-und-rhein/mehr-von-ahr-und-rhein/einsatz-an-der-ahr-wie-freiwillige-helfer-im-katastrophengebiet-anpacken_aid-61923307"" target=""_blank"">Gummistiefel und Schaufeln sind quasi Erkennungszeichen.</a>",16,,,,50.578675,7.091447,,,,
<b>Der weltbeste Infopoint</b>,https://ga.de/imgs/93/1/1/9/3/1/0/2/6/3/tok_4f500ac6cd450d54c9f8d2b506936acb/w1100_h825_x1796_y1347_Infopoint_Odendorf-5bc42d27b240eea3.jpg,"Der weltbeste Infopoint für Flutbetroffene ist in Swisttal-Odendorf, schrieben zumindest viele Betroffene. (Juliane Hornstein)",,"In Swisttal-Odendorf fingen die Helfer mit einem Stehtisch auf dem Zehnthofplatz und Zetteln an. Auch hier galt es, Hilfe und Helfer zu vernetzen. Es entstand der „weltbeste Infopoint“ als Anlaufstelle. Baumaterialspenden, eine warme Mahlzeit, ein offenes Ohr oder Hilfe bei den Schreiben mit Wiederaufbauhilfen und Versicherungen: Egal was die Betroffenen brauchten, hier gab es zumindest die Information, wo es weitergeht. <a href=""https://ga.de/region/ahr-und-rhein/bad-neuenahr-ahrweiler/flut-im-ahrtal-diakonie-zieht-sich-zurueck_aid-134139885"" target=""_blank"">Ein Verein gründete sich später, der Infopoint zog aus dem Zelt in feste Räume und hilft weiter.</a>",16,,,,50.647130,6.881409,,,,
<b>Verletzte Seelen</b>,https://ga.de/imgs/93/2/4/1/9/7/9/2/5/7/tok_be7fd55e212ff66786b35be27d6ebe7f/w1100_h732_x1796_y1195_3d8ba57432d8a334.JPG,"Pastorin Johanna Will-Armstrong verschaffte sich mit Kay Andresen, Bethel-Beauftragter für das Ahrtal, einen Überblick über die Lage in Bad Neuenahr-Ahrweiler. (v. Bodelschwinghsche Stiftungen)",,"Das zerstörte Material ist überall leicht zu sehen. Unsichtbar sind dagegen die Schäden, die viele Betroffene im Inneren mit sich herumtragen. Sie haben traumatische Stunden erlebt, alles verloren, oftmals auch Freunde und Verwandte. Helfer für die Seelen sind ebenfalls im Dauereinsatz, wie Pastorin Johanna Will-Armstrong und Diakon Olaf Tegtmeier. Experten schätzen, dass rund 4.000 der 50.000 Betroffenen posttraumatische Belastungsstörungen haben.",16,,,,50.538154,7.101822,,,,
,https://www.youtube.com/embed/Zo3WHYQri1U?si=CuUaGBXRx-Rl-Mu2,,, ,,,,,,,,,,
<b>Der Wiederaufbau</b>,https://ga.de/imgs/93/1/1/1/2/1/2/5/6/1/tok_6f896b7c2c20bfbd24e64db275c9a6f8/w1100_h825_x1796_y1347_Bundeswehr_Ahr_Westbrock-ca108f2bc6c92639.jpg,Mit Panzern baute die Bundeswehr erste Brücken über die Ahr. (Sven Westbrock),,"Die größten Aufgaben liegen aber nach der Flutnacht noch vor vielen: der Wiederaufbau. Schnell steht fest: Er wird Milliarden Euro kosten und Jahre dauern. Begonnen wird oft mit dem notwendigsten wie Behelfsbrücken, <a href=""https://ga.de/region/ahr-und-rhein/mehr-von-ahr-und-rhein/flutkatastrophe-im-kreis-ahrweiler-bruecke-der-bundeswehr-vereint-rech_aid-61683331"" target=""_blank"">um die Orte zu erreichen, die von der Außenwelt abgeschnitten sind.</a>",,,,,50.513804,7.038704,,,,
,https://ga.de/imgs/93/1/1/3/8/4/0/8/9/7/tok_33ac71f94fc66978669a578080843353/w1200_h747_x600_y373_DPA_bfunk_dpa_5FA61600651924C1-a2a1f19bc144e9e0.jpg,"Der Schießach, der sonst in kleinen Rohren unter der A61 hindurch passte, hat ein ganzes Stück Autobahn zerstört. Er bekam ein neue Verrohrung mit mehr Platz für die Zukunft. (Matthias Kehrein/dpa)",,"Einige Schäden werden schneller behoben, wie das gigantische Loch in der Fahrbahn der A61 vbei Swisttal-Ollheim. <a href=""https://ga.de/region/voreifel-und-vorgebirge/meckenheim/a61-ab-kreuz-meckenheim-nach-flutkatastrophe-wieder-befahrbar_aid-64619819"" target=""_blank"">Schon Mitte Dezember 2021 wird die Autobahn wieder freigeben.</a>",14,,,,50.695227,6.904927,,,,
<b>Abschied von einer Kirche</b>,https://ga.de/imgs/93/2/3/2/0/4/6/7/5/9/tok_e8fff5f96539d19b0d5f65ac83fd6690/w1100_h733_x1428_y952_Kirche_Ahrbrueck_Abriss_voa1-6f8336178868efb1.jpg,Für die Kirche St. Andreas in Ahrbrück gab es keine Hoffnung. Sie wurde im Frühjahr 2025 abgerissen. (Axel Vogel),,"Nicht alles kann erhalten oder wiederaufgebaut werden. <a href=""https://ga.de/region/ahr-und-rhein/altenahr/ahrbrueck-kirche-st-andreas-nach-flutschaeden-abgerissen_aid-127828681"" target=""_blank"">In Ahrbrück beispielsweise muss am Ende die Kirche St. Andreas doch abgerissen werden.</a>",16,,,,50.513957,7.037448,,,,
<b>Historische Brücke wird abgerissen</b>,https://ga.de/imgs/93/1/7/3/0/0/8/4/9/3/GA_Flutkatastrophe_Rech-4768-12a5ba19b8113aa9.jpg,300 Jahre prägte die Nepomukbrücke das Ortsbild von Rech. (Benjamin Westhoff),,"<a href=""https://ga.de/region/ahr-und-rhein/altenahr/rech-bilder-der-nepomukbruecke-vor-der-flut-und-nach-dem-abriss-v1_aid-94370761"" target=""_blank"">Und auch die Nepomukbrücke bei Rech verschwindet für immer.</a> Für deren Erhalt hatten sich die Deutsche Stiftung Denkmal und viele Recher Bürgerinnen und Bürger eingesetzt.",16,,,,50.513957,7.037448,,,,
<b>Es geht voran</b>,https://ga.de/imgs/93/2/4/6/8/1/5/6/4/3/tok_b0ee6b6e147836a1b9ccb3db8d1b9b19/w1100_h732_x1796_y1195_ga_Ahr_Hepp_NeueB-445ece5298d8063e.jpg,Platz für Fußgänger und Autos bietet die Heppinger Brücke. (Axel Vogel),,"Doch irgendwann geht  es sichtbar voran, wenn auch nach einiger Zeit. Die Heppinger Brücke ist die erste Ahrbrücke im Gebiet von Bad Neuenahr-Ahrweiler, <a href=""https://ga.de/region/erfolge-und-herausforderungen-beim-brueckenbau-im-ahrtal_aid-122005087"" target=""_blank"">die wieder eröffnet wird - im Oktober 2025.</a>",16,,,,50.547138,7.16429,,,,
,,,,"Ein Grund, warum alles lange dauert: Es wird für eine Zukunft gebaut, in der es weitere Hochwasser geben kann. Brücken müssen länger und höher sein, Häuser bekommen sogenannte Flutgeschosse. Das Erdgeschoss gehört dann nicht mehr zum Wohnbereich.",,,,,,,,,,
<b>Technik neu denken</b>,https://ga.de/imgs/93/2/6/9/5/2/0/1/4/9/tok_e7f73ce1e4dacbdedb17b877909b7ff5/w1100_h733_x1680_y1120_AHR_Jost_Mayschoss_Nahwa_rme_Baustelle-2930bf8ed71d23ec.jpg,Hier entsteht ein Nähwärmekraftwerk. Es soll rund fünfeinhalb Jahre nach der Flut fertig sein. (Volker Jost),,"Es gibt vieles neu zu bedenken. Einige Orte an der Mittelahr bauen ganze Wärmenetze auf. Ausgetretenes Heizöl war in der Flut ein großes Problem und soll hier der Vergangenheit angehören. Die Baustellen im Ahrtal und in der Voreifel bleiben überall sichtbar. Wie in Mayschoß, das zum fünften Jahrestag stolz Projekte vorstellt, deren Bau 2028 beginnen könnte - <a href=""https://ga.de/region/ahr-und-rhein/altenahr/ahrtal-mayschoss-nahwaermenetz-und-hochwasserschutz-2026_aid-149569017"" target=""_blank"">und dann noch einmal zehn Jahre dauern könnte.</a>",,,,,50.519104,7.021119,,,,
<b>Die Bahn kehrt zurück</b>,https://ga.de/imgs/93/2/4/9/9/6/9/5/6/9/tok_7f5af080cd9ac98abca36bcb829f9525/w1100_h825_x1428_y1071_Ahrtalbahn_AxelDez-01d3870fb6597dc6.jpg,Nach rund viereinhalb Jahren ist die Ahrtalbahn wieder auf ganzer Strecke unterwegs. (Axel Vogel),,"Ein weiteres Großprojekt war der Wiederaufbau der Bahnstrecken. Die Ahrtalbahn braucht viereinhalb Jahre, bis sie wieder auf ihrer gesamten alten Strecke unterwegs ist. Für ein Baumaßnahme in dieser Größe eigentlich schnell, denn es werden etliche Kilometer neuer Schienen verlegt, mehrere neue Brücken gebaut, Tunnel verbreitert und, <a href=""https://ga.de/region/ahr-und-rhein/jahresrueckblick-2025-die-ahrtalbahn-faehrt-wieder_aid-139206671"" target=""_blank"">wenn man schon mal dabei ist, die ganze Strecke elektrifiziert.</a>",,,,,50.531691,7.063733,,,,
<b>Ein kleiner Wall für großen Schutz</b>,https://ga.de/imgs/93/1/5/8/8/4/2/1/5/1/tok_9f76760ee06dd7e3c1000bd26159a483/w591_h816_x295_y408_Geplante_Verwallung_Meckenheim-01-4d12c675bdd0d312.jpg,Ein Wall soll künftig die Meckenheimer Innenstadt schützen. (Grafik GA),,Wie verbessern wir den Hochwasserschutz? Diese Frage beschäftigt die Städte und Gemeinden seit der Flut bei jedem Projekt. In Meckenheim folgt daraus der Bau eines Dammes an der Swist.,16,,,,50.622878,7.024858,,,,
<b>... oder auch nicht</b>,https://ga.de/imgs/93/2/5/0/7/5/4/9/4/7/tok_0d2fa48e72f917349d158edf851538f9/w1100_h825_x1796_y1347_1000045984-99e5b2db5e3a2404.jpg,"Nicht jedes Projekt zum Hochwasserschutz ist am Ende gut gemacht, wie hier in Swisttal-Miel.",,"In Swisttal wird ebenfalls ein Damm gebaut, für 600.000 Euro bei Miel. <a href=""https://ga.de/region/voreifel-und-vorgebirge/meckenheim/meckenheim-darum-ist-der-flutschutzwall-so-niedrig_aid-98466087"" target=""_blank"">Der könnte aber, wie es später heißt, die Gefahren bei Starkregen eher erhöhen.</a>",16,,,,50.673852,6.915644,,,,
<b>Ein gigantisches Projekt soll die Ahr bändigen</b>,https://ga.de/imgs/93/2/2/7/1/1/9/0/0/3/tok_725016087bf8472670843e4e060a2702/w1900_h1265_x1577_y943_2021_Hochwasserrueckhaltebecken_Niederpoebeln_Luftbild__c__Landestalsperrenverwaltung_Sachsen_Fotograf_Albrecht_Hollaender_2_-f614caaf1b4978b9.jpg,Für den Hochwasserschutz an der Ahr hat sich die Region in Sachsen ein Dammbauwerk angeschaut. (Landestalsperrenverwaltung Sachsen),,"Entlang der Ahr plant man in ganz anderen Dimensionen. Ganze Seitentäler könnten durch gigantische Dämme als Rückhaltebecken genutzt werden, wenn noch einmal ein solcher Starkregen kommt. Aber ob das je realisiert wird? Rund zwei Milliarden Euro könnte es kosten. Wer bezahlt, ist noch offen.",16,,,,50.466391,6.950962,,,,
,https://ga.de/imgs/93/2/7/0/5/4/5/7/9/1/tok_42c72238015f27e2f53587259ae32695/w1100_h637_x945_y547_GA_4c_251027_hochwasserbecken_2-2163bb9209d18194.jpg,17 Becken könnten entlang der Ahr und ihrer Zuflüsse entstehen. (Grafik GA),, ,,,,,,,,,,
<b>Die Politik</b>,https://ga.de/imgs/93/2/7/0/5/4/5/7/9/1/tok_78697fa1691f62baee0ac5b1120a6a91/w1100_h733_x1500_y1000_DPA_bfunk_dpa_5FB1D200DE81459A-a5284bcca318ca3f.jpg,"Der Wiederaufbau braucht Zeit. Die Frage, ob jeder Verantwortliche in der Flut richtig gehandelt hat, ebenfalls. (Thomas Frey, dpa)",,"Nach der Katastrophe bleiben viele Fragen. Weit vorne die nach der Verantwortung. Niemand kann für den Regen verantwortlich gemacht werden. Aber hätte früher gewarnt, schneller reagiert, eher evakuiert werden müssen? Viel Kritik gibt es am ehemaligen Landrat des Kreis Ahrweiler, Jürgen Pföhler. <a href=""https://ga.de/news/politik/deutschland/landtagswahl-in-rheinland-pfalz-offene-frage-nach-ahrtal-flut_aid-144675121"" target=""_blank"">Drei Jahre arbeitet ein Untersuchungsausschuss in Rheinland-Pfalz die Stunden der Flut auf. Zwei Minister verlieren ihre Ämter.</a>",,,,,50.54622,7.103482,,,,
<b>Die Zukunft</b>,https://public.flourish.studio/visualisation/29670667/,Der Vergleich zeigt: Es geht voran. (Bernd Linnarz/Alexander C. Barth),,"Und wie sieht es im Ahrtal und der Voreifel aus, fünf Jahre nach der Flut? Es geht weiter. Geschäfte sind wieder geöffnet, Innenstädte leben, Touristen kehren zurück. <a href=""https://ga.de/region/ahr-und-rhein/flut-an-ahr-und-swist-2021-bilanz-nach-5-jahren-wiederaufbau_aid-151118415"" target=""_blank"">In eine Region zwischen Baustellen und Neubeginn.</a>",,,,,,,,,,
